,MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,run1,run2,run3,run4,Total Runtime,strcol
213794,128,128,16,16,16,16,16,8,8,4,0,0,1,0,243.8,243.59,243.7,244.04,975.1299999999999,azvz
213805,128,128,16,16,16,16,16,8,8,4,1,1,0,1,247.15,246.35,247.1,245.72,986.32,iakj
213807,128,128,16,16,16,16,16,8,8,4,1,1,1,1,122.59,119.61,119.61,119.99,481.8,zags
213816,128,128,16,16,16,16,16,8,8,8,1,0,0,0,260.59,260.65,260.16,260.25,1041.65,efpa
213818,128,128,16,16,16,16,16,8,8,8,1,0,1,0,209.78,212.0,212.01,210.43,844.22,oqas
213824,128,128,16,16,16,16,32,2,1,1,0,0,0,0,287.38,288.56,288.16,287.99,1152.0900000000001,avnk
213834,128,128,16,16,16,16,32,2,1,1,1,0,1,0,232.46,237.85,237.64,238.47,946.4200000000001,hzja
213837,128,128,16,16,16,16,32,2,1,1,1,1,0,1,223.59,227.6,228.07,227.6,906.86,appc
213843,128,128,16,16,16,16,32,2,1,2,0,0,1,1,131.59,134.54,134.64,134.17,534.9399999999999,apuh
213847,128,128,16,16,16,16,32,2,1,2,0,1,1,1,128.69,129.68,129.99,129.92,518.28,yalj
213855,128,128,16,16,16,16,32,2,1,2,1,1,1,1,156.17,153.54,155.83,154.3,619.8399999999999,asqz
213860,128,128,16,16,16,16,32,2,1,4,0,1,0,0,284.11,287.2,287.25,286.97,1145.53,eail
213863,128,128,16,16,16,16,32,2,1,4,0,1,1,1,155.49,156.71,156.79,156.12,625.11,nxal
213878,128,128,16,16,16,16,32,2,2,1,0,1,1,0,349.3,355.32,355.26,356.03,1415.91,ygaz
213881,128,128,16,16,16,16,32,2,2,1,1,0,0,1,268.51,272.75,273.01,272.45,1086.72,mhat
213891,128,128,16,16,16,16,32,2,2,2,0,0,1,1,129.43,131.61,131.17,131.31,523.52,giah
213892,128,128,16,16,16,16,32,2,2,2,0,1,0,0,330.86,332.77,333.11,332.62,1329.3600000000001,ppax
213905,128,128,16,16,16,16,32,2,2,4,0,0,0,1,308.21,311.31,311.48,310.57,1241.57,orva
213913,128,128,16,16,16,16,32,2,2,4,1,0,0,1,306.98,309.39,309.32,308.6,1234.29,jxya
213917,128,128,16,16,16,16,32,2,2,4,1,1,0,1,311.17,313.76,313.84,313.93,1252.7,mpza
213957,128,128,16,16,16,16,32,2,4,4,0,1,0,1,277.02,277.55,277.85,277.13,1109.55,rasx
213961,128,128,16,16,16,16,32,2,4,4,1,0,0,1,273.92,273.88,274.24,273.18,1095.22,yzan
213964,128,128,16,16,16,16,32,2,4,4,1,1,0,0,359.53,362.94,362.33,362.49,1447.29,laum
213965,128,128,16,16,16,16,32,2,4,4,1,1,0,1,275.59,274.72,275.58,274.92,1100.81,ocac
213966,128,128,16,16,16,16,32,2,4,4,1,1,1,0,275.7,277.63,277.39,277.13,1107.85,jass
213970,128,128,16,16,16,16,32,2,8,1,0,0,1,0,357.58,360.28,361.12,360.21,1439.19,amee
213974,128,128,16,16,16,16,32,2,8,1,0,1,1,0,373.09,376.07,376.18,376.43,1501.77,takz
213978,128,128,16,16,16,16,32,2,8,1,1,0,1,0,358.08,361.19,360.77,361.17,1441.21,ynpa
213980,128,128,16,16,16,16,32,2,8,1,1,1,0,0,341.7,343.12,343.77,343.11,1371.6999999999998,madx
213983,128,128,16,16,16,16,32,2,8,1,1,1,1,1,133.91,136.07,136.29,136.22,542.49,xmax
213985,128,128,16,16,16,16,32,2,8,2,0,0,0,1,220.2,217.57,219.44,218.34,875.5500000000001,nase
213989,128,128,16,16,16,16,32,2,8,2,0,1,0,1,228.71,226.85,228.13,228.01,911.7,nalu
213999,128,128,16,16,16,16,32,2,8,2,1,1,1,1,111.1,110.83,110.77,110.92,443.62,mgag
214000,128,128,16,16,16,16,32,2,8,4,0,0,0,0,285.75,286.05,286.02,285.82,1143.6399999999999,klha
214006,128,128,16,16,16,16,32,2,8,4,0,1,1,0,247.25,248.0,247.57,247.14,989.9599999999999,sbqa
214020,128,128,16,16,16,16,32,8,1,1,0,1,0,0,288.64,287.91,291.07,289.99,1157.61,ajzb
214024,128,128,16,16,16,16,32,8,1,1,1,0,0,0,267.8,270.61,269.29,269.68,1077.38,aabe
214027,128,128,16,16,16,16,32,8,1,1,1,0,1,1,148.97,149.73,149.66,150.1,598.46,wnpa
214028,128,128,16,16,16,16,32,8,1,1,1,1,0,0,291.36,300.33,299.72,295.96,1187.3700000000001,faql
214060,128,128,16,16,16,16,32,8,1,4,1,1,0,0,302.67,302.89,303.09,302.8,1211.4499999999998,viaw
214061,128,128,16,16,16,16,32,8,1,4,1,1,0,1,257.78,257.69,259.48,259.18,1034.13,abjc
214064,128,128,16,16,16,16,32,8,2,1,0,0,0,0,281.51,282.49,282.75,282.19,1128.94,abkq
214068,128,128,16,16,16,16,32,8,2,1,0,1,0,0,294.14,294.65,295.15,294.76,1178.6999999999998,keca
214069,128,128,16,16,16,16,32,8,2,1,0,1,0,1,248.58,248.67,248.56,248.22,994.03,abae
214074,128,128,16,16,16,16,32,8,2,1,1,0,1,0,214.18,214.73,214.8,214.52,858.23,zaff
214075,128,128,16,16,16,16,32,8,2,1,1,0,1,1,137.25,138.08,137.71,138.17,551.21,ecva
214077,128,128,16,16,16,16,32,8,2,1,1,1,0,1,245.51,245.22,245.38,246.13,982.24,natl
214085,128,128,16,16,16,16,32,8,2,2,0,1,0,1,236.91,237.27,237.59,237.25,949.02,atdg
214101,128,128,16,16,16,16,32,8,2,4,0,1,0,1,257.14,258.18,257.37,257.5,1030.19,atfa
214103,128,128,16,16,16,16,32,8,2,4,0,1,1,1,125.38,126.37,127.36,127.37,506.48,cabb
214105,128,128,16,16,16,16,32,8,2,4,1,0,0,1,254.06,254.64,255.12,255.23,1019.05,pahw
214108,128,128,16,16,16,16,32,8,2,4,1,1,0,0,309.87,309.35,309.2,309.55,1237.97,hiah
214110,128,128,16,16,16,16,32,8,2,4,1,1,1,0,261.13,262.75,261.67,262.44,1047.99,xjna
214130,128,128,16,16,16,16,32,8,4,2,0,0,1,0,225.69,225.34,225.84,226.26,903.13,wlab
214135,128,128,16,16,16,16,32,8,4,2,0,1,1,1,133.63,133.73,132.71,133.55,533.6200000000001,iwia
214144,128,128,16,16,16,16,32,8,4,4,0,0,0,0,317.23,316.62,316.34,316.41,1266.6000000000001,jamf
214147,128,128,16,16,16,16,32,8,4,4,0,0,1,1,126.78,130.2,130.12,128.55,515.6500000000001,calk
214154,128,128,16,16,16,16,32,8,4,4,1,0,1,0,242.31,242.87,242.5,242.77,970.45,ooea
214173,128,128,16,16,16,16,32,8,8,1,1,1,0,1,205.84,206.09,206.02,206.25,824.2,agdx
214183,128,128,16,16,16,16,32,8,8,2,0,1,1,1,110.36,111.06,111.07,110.66,443.15,avve
214189,128,128,16,16,16,16,32,8,8,2,1,1,0,1,240.34,240.3,240.9,240.67,962.2099999999999,aeau
214200,128,128,16,16,16,16,32,8,8,4,1,0,0,0,287.35,287.29,287.18,287.22,1149.0400000000002,dasj
214202,128,128,16,16,16,16,32,8,8,4,1,0,1,0,243.77,244.39,244.14,244.22,976.52,akmc
214207,128,128,16,16,16,16,32,8,8,4,1,1,1,1,122.08,120.11,120.14,120.06,482.39,aesx
214213,128,128,16,16,16,32,16,2,1,1,0,1,0,1,214.65,218.42,218.55,218.48,870.1,wayf
214215,128,128,16,16,16,32,16,2,1,1,0,1,1,1,104.46,104.66,104.73,104.02,417.87,dhia
214218,128,128,16,16,16,32,16,2,1,1,1,0,1,0,231.58,235.94,234.61,237.24,939.37,caoz
214227,128,128,16,16,16,32,16,2,1,2,0,0,1,1,131.59,133.46,134.01,134.28,533.34,vpay
214236,128,128,16,16,16,32,16,2,1,2,1,1,0,0,287.36,290.39,290.62,290.21,1158.58,pwag
214246,128,128,16,16,16,32,16,2,1,4,0,1,1,0,251.07,256.63,256.65,257.06,1021.4099999999999,csoa
214255,128,128,16,16,16,32,16,2,1,4,1,1,1,1,154.4,153.75,154.26,154.28,616.6899999999999,akiv
214261,128,128,16,16,16,32,16,2,1,8,0,1,0,1,284.68,286.83,287.05,286.88,1145.44,tnpa
214262,128,128,16,16,16,32,16,2,1,8,0,1,1,0,242.96,249.35,249.69,249.74,991.74,cwza
214266,128,128,16,16,16,32,16,2,1,8,1,0,1,0,235.71,242.87,245.17,244.63,968.38,aode
214269,128,128,16,16,16,32,16,2,1,8,1,1,0,1,282.79,285.15,285.26,285.04,1138.24,fasw
214273,128,128,16,16,16,32,16,2,2,1,0,0,0,1,267.07,273.65,273.77,273.54,1088.03,evda
214285,128,128,16,16,16,32,16,2,2,1,1,1,0,1,308.03,310.82,310.46,310.79,1240.1,ojap
214290,128,128,16,16,16,32,16,2,2,2,0,0,1,0,330.25,333.57,333.79,332.79,1330.3999999999999,xlav
214292,128,128,16,16,16,32,16,2,2,2,0,1,0,0,330.42,332.96,332.77,332.93,1329.08,hwsa
214297,128,128,16,16,16,32,16,2,2,2,1,0,0,1,283.06,288.42,288.89,288.71,1149.08,bbga
214313,128,128,16,16,16,32,16,2,2,4,1,0,0,1,307.23,308.73,309.31,308.99,1234.26,adgd
214318,128,128,16,16,16,32,16,2,2,4,1,1,1,0,378.91,378.61,379.66,378.24,1515.42,azfi
214333,128,128,16,16,16,32,16,2,2,8,1,1,0,1,317.39,320.46,320.16,321.08,1279.09,vcas
214339,128,128,16,16,16,32,16,2,4,1,0,0,1,1,172.07,176.22,176.41,176.47,701.17,acvg
214342,128,128,16,16,16,32,16,2,4,1,0,1,1,0,360.99,362.7,362.41,363.26,1449.3600000000001,jxam
214344,128,128,16,16,16,32,16,2,4,1,1,0,0,0,389.78,393.44,393.5,394.17,1570.89,ynaf
214352,128,128,16,16,16,32,16,2,4,2,0,0,0,0,316.8,319.42,319.7,319.41,1275.3300000000002,yuta
214371,128,128,16,16,16,32,16,2,4,4,0,0,1,1,164.28,166.75,165.69,166.22,662.9399999999999,aqzj
214389,128,128,16,16,16,32,16,2,4,8,0,1,0,1,300.13,300.3,298.88,299.0,1198.31,cavb
214394,128,128,16,16,16,32,16,2,4,8,1,0,1,0,303.19,303.49,302.77,303.93,1213.38,duaz
214396,128,128,16,16,16,32,16,2,4,8,1,1,0,0,376.22,379.88,378.07,379.69,1513.8600000000001,ofaj
214399,128,128,16,16,16,32,16,2,4,8,1,1,1,1,119.14,122.38,122.04,122.45,486.01,lkat
214406,128,128,16,16,16,32,16,8,1,1,0,1,1,0,211.3,210.97,210.45,210.78,843.5,oywa
214408,128,128,16,16,16,32,16,8,1,1,1,0,0,0,267.09,270.24,269.1,269.47,1075.9,jaer
214424,128,128,16,16,16,32,16,8,1,2,1,0,0,0,277.12,277.81,278.28,277.54,1110.75,jeda
214433,128,128,16,16,16,32,16,8,1,4,0,0,0,1,261.04,259.91,261.91,261.1,1043.96,lcqa
214453,128,128,16,16,16,32,16,8,1,8,0,1,0,1,224.82,225.09,226.42,227.31,903.6399999999999,okla
214467,128,128,16,16,16,32,16,8,2,1,0,0,1,1,139.99,140.57,140.82,141.19,562.5699999999999,ahuv
214468,128,128,16,16,16,32,16,8,2,1,0,1,0,0,294.04,295.6,295.5,295.32,1180.46,zkca
214471,128,128,16,16,16,32,16,8,2,1,0,1,1,1,114.4,115.37,115.15,115.37,460.29,ahql
214485,128,128,16,16,16,32,16,8,2,2,0,1,0,1,236.44,237.44,237.41,237.42,948.7099999999999,hola
214486,128,128,16,16,16,32,16,8,2,2,0,1,1,0,260.6,259.95,261.82,260.1,1042.4699999999998,cafm
214493,128,128,16,16,16,32,16,8,2,2,1,1,0,1,233.01,234.04,234.25,234.05,935.3499999999999,svap
214500,128,128,16,16,16,32,16,8,2,4,0,1,0,0,310.3,310.73,310.29,309.69,1241.01,wado
214503,128,128,16,16,16,32,16,8,2,4,0,1,1,1,125.45,126.9,126.93,127.21,506.49,maow
214511,128,128,16,16,16,32,16,8,2,4,1,1,1,1,125.64,129.72,128.85,131.3,515.51,ramt
214539,128,128,16,16,16,32,16,8,4,1,1,0,1,1,128.99,130.31,129.88,130.06,519.24,aogi
214564,128,128,16,16,16,32,16,8,4,4,0,1,0,0,318.25,317.6,317.71,317.27,1270.83,acoa
214565,128,128,16,16,16,32,16,8,4,4,0,1,0,1,254.61,255.58,255.45,255.24,1020.8800000000001,oazs
214568,128,128,16,16,16,32,16,8,4,4,1,0,0,0,315.75,315.1,314.7,315.07,1260.62,aiev
214570,128,128,16,16,16,32,16,8,4,4,1,0,1,0,242.89,243.37,243.43,243.39,973.08,cura
214571,128,128,16,16,16,32,16,8,4,4,1,0,1,1,127.02,128.93,128.11,129.44,513.5,hyab
214572,128,128,16,16,16,32,16,8,4,4,1,1,0,0,317.88,317.36,317.43,317.4,1270.0700000000002,walm
214573,128,128,16,16,16,32,16,8,4,4,1,1,0,1,252.34,252.51,252.71,252.5,1010.0600000000001,acmv
214583,128,128,16,16,16,32,16,8,4,8,0,1,1,1,103.63,105.87,104.89,104.63,419.02,aiup
214587,128,128,16,16,16,32,16,8,4,8,1,0,1,1,105.0,105.94,105.42,105.31,421.67,eabd
214592,128,128,16,16,16,32,32,2,1,1,0,0,0,0,287.85,288.62,288.72,288.31,1153.5,xlad
214599,128,128,16,16,16,32,32,2,1,1,0,1,1,1,106.92,106.48,106.3,106.57,426.27,whga
214610,128,128,16,16,16,32,32,2,1,2,0,0,1,0,246.7,246.55,246.44,246.42,986.11,apae
214613,128,128,16,16,16,32,32,2,1,2,0,1,0,1,253.78,260.07,260.79,260.43,1035.0700000000002,owea
214622,128,128,16,16,16,32,32,2,1,2,1,1,1,0,294.37,292.98,292.23,292.48,1172.06,rnza
214627,128,128,16,16,16,32,32,2,1,4,0,0,1,1,190.51,186.47,186.4,186.55,749.9300000000001,rayq
214628,128,128,16,16,16,32,32,2,1,4,0,1,0,0,284.07,287.08,287.01,287.26,1145.42,yxag
214634,128,128,16,16,16,32,32,2,1,4,1,0,1,0,294.77,300.02,300.45,300.24,1195.48,lagr
214635,128,128,16,16,16,32,32,2,1,4,1,0,1,1,154.98,154.03,155.05,154.49,618.55,taya
214645,128,128,16,16,16,32,32,2,2,1,0,1,0,1,306.92,308.78,308.61,308.71,1233.02,dhua
214647,128,128,16,16,16,32,32,2,2,1,0,1,1,1,131.18,131.33,132.44,132.15,527.1,agiw
214648,128,128,16,16,16,32,32,2,2,1,1,0,0,0,330.09,333.83,333.47,334.07,1331.46,bsad
214650,128,128,16,16,16,32,32,2,2,1,1,0,1,0,344.05,347.24,347.9,347.77,1386.96,ykea
214653,128,128,16,16,16,32,32,2,2,1,1,1,0,1,310.77,311.9,313.7,312.59,1248.9599999999998,bath
214655,128,128,16,16,16,32,32,2,2,1,1,1,1,1,130.87,133.62,134.01,132.62,531.12,wtwa
214662,128,128,16,16,16,32,32,2,2,2,0,1,1,0,334.71,338.81,338.48,338.61,1350.6100000000001,oxca
214667,128,128,16,16,16,32,32,2,2,2,1,0,1,1,158.01,160.26,161.5,160.8,640.5699999999999,atwp
214682,128,128,16,16,16,32,32,2,2,4,1,0,1,0,374.72,375.42,375.67,375.45,1501.2600000000002,qqsa
214687,128,128,16,16,16,32,32,2,2,4,1,1,1,1,155.39,154.81,157.0,156.81,624.01,ffga
214693,128,128,16,16,16,32,32,2,4,1,0,1,0,1,334.98,339.31,339.13,339.24,1352.6599999999999,qdga
214699,128,128,16,16,16,32,32,2,4,1,1,0,1,1,133.11,138.25,138.46,138.09,547.9100000000001,pkap
214701,128,128,16,16,16,32,32,2,4,1,1,1,0,1,335.65,338.82,338.65,338.4,1351.52,hakh
214726,128,128,16,16,16,32,32,2,4,4,0,1,1,0,278.52,277.6,275.79,277.87,1109.7800000000002,bsxa
214732,128,128,16,16,16,32,32,2,4,4,1,1,0,0,359.26,362.21,362.74,362.84,1447.05,batx
214735,128,128,16,16,16,32,32,2,4,4,1,1,1,1,164.51,166.79,166.26,166.63,664.1899999999999,abnu
214751,128,128,16,16,16,32,32,8,1,1,1,1,1,1,114.08,115.17,114.59,114.62,458.46000000000004,cbas
214753,128,128,16,16,16,32,32,8,1,2,0,0,0,1,241.04,242.34,244.44,241.86,969.68,iabp
214760,128,128,16,16,16,32,32,8,1,2,1,0,0,0,277.2,278.02,277.95,277.84,1111.01,aptw
214779,128,128,16,16,16,32,32,8,1,4,1,0,1,1,141.76,142.6,142.31,142.89,569.56,hhka
214780,128,128,16,16,16,32,32,8,1,4,1,1,0,0,302.41,302.63,303.0,302.92,1210.96,lkfa
214792,128,128,16,16,16,32,32,8,2,1,1,0,0,0,281.3,280.71,281.32,281.77,1125.1,aqcq
214802,128,128,16,16,16,32,32,8,2,2,0,0,1,0,254.16,256.07,255.65,255.31,1021.19,agmz
214804,128,128,16,16,16,32,32,8,2,2,0,1,0,0,301.24,302.79,303.85,303.25,1211.13,gjca
214805,128,128,16,16,16,32,32,8,2,2,0,1,0,1,236.44,237.11,237.62,237.25,948.4200000000001,dxla
214823,128,128,16,16,16,32,32,8,2,4,0,1,1,1,121.8,124.92,125.08,125.35,497.15,ugam
214824,128,128,16,16,16,32,32,8,2,4,1,0,0,0,305.6,305.44,304.87,305.49,1221.4,ouma
214825,128,128,16,16,16,32,32,8,2,4,1,0,0,1,254.61,255.53,255.08,255.05,1020.27,antn
214826,128,128,16,16,16,32,32,8,2,4,1,0,1,0,257.85,258.78,259.04,258.83,1034.5,sdka
214829,128,128,16,16,16,32,32,8,2,4,1,1,0,1,254.21,254.64,254.83,254.23,1017.9100000000001,ymsa
214832,128,128,16,16,16,32,32,8,4,1,0,0,0,0,276.61,277.31,277.5,277.27,1108.69,awst
214833,128,128,16,16,16,32,32,8,4,1,0,0,0,1,258.05,258.38,258.39,257.91,1032.73,spav
214834,128,128,16,16,16,32,32,8,4,1,0,0,1,0,229.04,230.1,229.83,229.62,918.59,atvj
214835,128,128,16,16,16,32,32,8,4,1,0,0,1,1,127.76,129.43,128.85,129.96,516.0,ahik
214848,128,128,16,16,16,32,32,8,4,2,0,0,0,0,296.76,295.81,296.19,295.91,1184.67,alys
214859,128,128,16,16,16,32,32,8,4,2,1,0,1,1,133.4,135.55,135.97,134.75,539.6700000000001,lait
214861,128,128,16,16,16,32,32,8,4,2,1,1,0,1,255.01,255.35,255.37,255.48,1021.21,qacg
214880,128,128,16,16,32,32,32,2,1,1,0,0,0,0,129.21,129.2,129.18,129.25,516.8399999999999,awcx
214896,128,128,16,16,32,32,32,2,1,2,0,0,0,0,131.55,131.58,131.56,131.51,526.2,yads
214900,128,128,16,16,32,32,32,2,1,2,0,1,0,0,131.6,131.6,131.57,131.51,526.28,wpma
215029,128,128,16,16,32,32,32,8,1,1,0,1,0,1,139.62,139.65,139.41,139.61,558.29,cjha
215045,128,128,16,16,32,32,32,8,1,2,0,1,0,1,142.58,142.69,142.5,142.5,570.27,cakx
215168,128,128,16,32,8,16,16,2,1,1,0,0,0,0,222.29,225.36,224.64,225.61,897.9,nxax
215170,128,128,16,32,8,16,16,2,1,1,0,0,1,0,160.04,163.0,163.66,163.09,649.79,xhap
215185,128,128,16,32,8,16,16,2,1,2,0,0,0,1,265.8,270.95,270.09,271.41,1078.25,niao
215186,128,128,16,32,8,16,16,2,1,2,0,0,1,0,214.49,220.68,218.95,219.62,873.74,atco
215187,128,128,16,32,8,16,16,2,1,2,0,0,1,1,128.73,132.16,131.72,131.85,524.46,dlac
215198,128,128,16,32,8,16,16,2,1,2,1,1,1,0,254.11,258.86,258.11,258.9,1029.98,iadz
215217,128,128,16,32,8,16,16,2,1,8,0,0,0,1,235.29,241.95,241.85,242.08,961.1700000000001,blma
215226,128,128,16,32,8,16,16,2,1,8,1,0,1,0,252.99,261.04,261.26,261.64,1036.9299999999998,gnax
215231,128,128,16,32,8,16,16,2,1,8,1,1,1,1,115.77,119.09,119.27,118.99,473.12,zfap
215233,128,128,16,32,8,16,16,2,2,1,0,0,0,1,308.34,312.05,312.16,311.85,1244.4,apdi
215234,128,128,16,32,8,16,16,2,2,1,0,0,1,0,210.83,216.32,216.21,216.13,859.49,qnma
215241,128,128,16,32,8,16,16,2,2,1,1,0,0,1,307.41,310.56,311.58,309.96,1239.51,rhpa
215243,128,128,16,32,8,16,16,2,2,1,1,0,1,1,182.07,180.14,180.54,180.72,723.47,rasi
215251,128,128,16,32,8,16,16,2,2,2,0,0,1,1,127.36,129.94,129.73,130.24,517.27,egax
215256,128,128,16,32,8,16,16,2,2,2,1,0,0,0,308.84,310.35,310.47,311.02,1240.68,hfwa
215262,128,128,16,32,8,16,16,2,2,2,1,1,1,0,313.87,311.53,311.47,311.62,1248.49,brha
215277,128,128,16,32,8,16,16,2,2,4,1,1,0,1,308.36,315.65,316.41,314.41,1254.8300000000002,azin
215279,128,128,16,32,8,16,16,2,2,4,1,1,1,1,119.1,122.27,122.96,122.53,486.86,ltar
215283,128,128,16,32,8,16,16,2,2,8,0,0,1,1,124.09,126.37,125.81,125.31,501.58,baky
215284,128,128,16,32,8,16,16,2,2,8,0,1,0,0,355.41,360.34,360.09,359.97,1435.81,gdah
215285,128,128,16,32,8,16,16,2,2,8,0,1,0,1,299.0,308.08,307.23,307.65,1221.96,amsp
215286,128,128,16,32,8,16,16,2,2,8,0,1,1,0,340.75,344.72,344.71,344.58,1374.76,ralr
215289,128,128,16,32,8,16,16,2,2,8,1,0,0,1,296.61,302.09,301.99,301.87,1202.56,yraw
215295,128,128,16,32,8,16,16,2,2,8,1,1,1,1,109.23,110.4,110.54,111.46,441.63,btia
215301,128,128,16,32,8,16,16,2,4,1,0,1,0,1,295.94,296.95,297.11,297.55,1187.55,thax
215304,128,128,16,32,8,16,16,2,4,1,1,0,0,0,285.57,291.52,292.27,291.17,1160.53,aqiq
215313,128,128,16,32,8,16,16,2,4,2,0,0,0,1,311.92,313.24,314.44,313.69,1253.2900000000002,kwea
215341,128,128,16,32,8,16,16,2,4,4,1,1,0,1,250.71,249.47,249.78,249.21,999.1700000000001,esea
215344,128,128,16,32,8,16,16,2,4,8,0,0,0,0,372.56,375.51,375.3,375.84,1499.2099999999998,kfam
215346,128,128,16,32,8,16,16,2,4,8,0,0,1,0,287.81,288.82,288.55,288.87,1154.0500000000002,aike
215348,128,128,16,32,8,16,16,2,4,8,0,1,0,0,387.34,391.23,391.16,391.27,1561.0,fqra
215349,128,128,16,32,8,16,16,2,4,8,0,1,0,1,216.66,217.56,217.67,217.5,869.39,mkab
215353,128,128,16,32,8,16,16,2,4,8,1,0,0,1,222.42,226.35,227.61,226.66,903.04,xtaf
215363,128,128,16,32,8,16,16,8,1,1,0,0,1,1,117.82,117.97,117.99,118.06,471.84,asmg
215369,128,128,16,32,8,16,16,8,1,1,1,0,0,1,204.9,206.41,205.65,205.38,822.34,meva
215377,128,128,16,32,8,16,16,8,1,2,0,0,0,1,208.48,209.21,208.88,209.3,835.8699999999999,azou
215381,128,128,16,32,8,16,16,8,1,2,0,1,0,1,174.66,175.64,176.43,175.65,702.38,itoa
215385,128,128,16,32,8,16,16,8,1,2,1,0,0,1,203.05,203.01,203.46,203.06,812.5799999999999,ixoa
215393,128,128,16,32,8,16,16,8,1,4,0,0,0,1,227.73,223.91,225.07,227.3,904.01,rqal
215394,128,128,16,32,8,16,16,8,1,4,0,0,1,0,200.57,199.99,199.71,200.34,800.61,wvna
215395,128,128,16,32,8,16,16,8,1,4,0,0,1,1,123.34,123.73,123.68,123.74,494.49,jahi
215397,128,128,16,32,8,16,16,8,1,4,0,1,0,1,226.38,226.66,224.97,225.33,903.34,ncca
215398,128,128,16,32,8,16,16,8,1,4,0,1,1,0,220.09,221.31,219.44,223.92,884.7599999999999,aucg
215401,128,128,16,32,8,16,16,8,1,4,1,0,0,1,218.78,218.59,218.81,219.51,875.69,paot
215408,128,128,16,32,8,16,16,8,1,8,0,0,0,0,263.08,263.22,263.82,262.77,1052.8899999999999,awnc
215433,128,128,16,32,8,16,16,8,2,1,1,0,0,1,224.55,225.58,225.6,225.4,901.13,huay
215434,128,128,16,32,8,16,16,8,2,1,1,0,1,0,163.96,164.4,164.78,165.02,658.16,baio
215451,128,128,16,32,8,16,16,8,2,2,1,0,1,1,123.87,125.55,124.89,125.01,499.32,papz
215453,128,128,16,32,8,16,16,8,2,2,1,1,0,1,195.09,193.09,194.92,193.14,776.24,qahu
215467,128,128,16,32,8,16,16,8,2,4,1,0,1,1,105.77,107.37,107.51,106.45,427.09999999999997,dgaf
215477,128,128,16,32,8,16,16,8,2,8,0,1,0,1,205.72,206.65,206.16,206.73,825.26,aphy
215492,128,128,16,32,8,16,16,8,4,1,0,1,0,0,229.38,228.88,228.55,228.0,914.81,qnat
215505,128,128,16,32,8,16,16,8,4,2,0,0,0,1,186.34,189.13,189.77,190.12,755.36,lcpa
215519,128,128,16,32,8,16,16,8,4,2,1,1,1,1,117.08,117.83,117.09,117.97,469.97,dbma
215528,128,128,16,32,8,16,16,8,4,4,1,0,0,0,255.41,256.78,255.18,256.56,1023.9299999999998,ajvc
215530,128,128,16,32,8,16,16,8,4,4,1,0,1,0,211.99,213.05,213.08,213.21,851.33,xjpa
215542,128,128,16,32,8,16,16,8,4,8,0,1,1,0,212.04,213.4,213.56,213.85,852.85,ytda
215545,128,128,16,32,8,16,16,8,4,8,1,0,0,1,173.33,173.7,173.9,174.74,695.67,woja
215560,128,128,16,32,8,16,32,2,1,1,1,0,0,0,217.97,221.83,221.28,223.3,884.3800000000001,inao
215565,128,128,16,32,8,16,32,2,1,1,1,1,0,1,151.07,153.32,152.76,153.22,610.37,agsy
215571,128,128,16,32,8,16,32,2,1,2,0,0,1,1,126.94,130.78,130.9,130.72,519.34,jqay
215577,128,128,16,32,8,16,32,2,1,2,1,0,0,1,266.15,269.18,269.44,268.85,1073.62,iaav
215581,128,128,16,32,8,16,32,2,1,2,1,1,0,1,239.19,244.09,244.2,243.64,971.12,byaz
215587,128,128,16,32,8,16,32,2,1,4,0,0,1,1,121.31,121.97,121.91,122.16,487.35,syma
215589,128,128,16,32,8,16,32,2,1,4,0,1,0,1,265.7,278.15,279.28,280.43,1103.56,hyha
215591,128,128,16,32,8,16,32,2,1,4,0,1,1,1,120.21,121.5,121.26,121.87,484.84,gaoo
215596,128,128,16,32,8,16,32,2,1,4,1,1,0,0,310.72,300.75,301.6,300.65,1213.72,qagx
215597,128,128,16,32,8,16,32,2,1,4,1,1,0,1,271.26,285.7,284.59,284.55,1126.1,tnwa
215604,128,128,16,32,8,16,32,2,2,1,0,1,0,0,277.52,281.62,283.25,282.42,1124.81,attb
215611,128,128,16,32,8,16,32,2,2,1,1,0,1,1,175.17,173.94,173.54,173.4,696.05,gwra
215612,128,128,16,32,8,16,32,2,2,1,1,1,0,0,281.39,287.74,287.61,287.27,1144.01,fqah
215613,128,128,16,32,8,16,32,2,2,1,1,1,0,1,239.87,247.52,248.98,248.23,984.6,alkm
215621,128,128,16,32,8,16,32,2,2,2,0,1,0,1,328.24,334.64,338.05,336.24,1337.17,lwax
215627,128,128,16,32,8,16,32,2,2,2,1,0,1,1,123.99,126.63,125.32,125.12,501.06,zaxx
215634,128,128,16,32,8,16,32,2,2,4,0,0,1,0,345.4,350.69,350.87,351.59,1398.55,waic
215640,128,128,16,32,8,16,32,2,2,4,1,0,0,0,318.46,320.19,321.15,320.64,1280.44,cgan
215651,128,128,16,32,8,16,32,2,4,1,0,0,1,1,126.93,127.88,127.69,127.82,510.32,uamq
215654,128,128,16,32,8,16,32,2,4,1,0,1,1,0,273.11,280.49,281.27,280.88,1115.75,adds
215661,128,128,16,32,8,16,32,2,4,1,1,1,0,1,311.67,313.95,314.51,314.05,1254.18,ahah
